trial_index,arm_name,cat_set,an_set,lc0,lc1,lc2,la0,la1,la2,formula,zt,zt_sem
56,56_0,51,52,4.0318019071083455,-3.2381034346873268,1.5661399691960023,3.2152263712731113,-2.50328610764109,-2.756083357375383,(Sb1.00)2(Te1.00)3,0.5404170989182809,
57,57_0,51,52,0.9705768974619771,-0.4485300199632851,0.3343125788291079,0.5455038927949323,0.14770249155979975,-1.2044140568101955,(Sb1.00)2(Te1.00)3,0.5404170989182809,
58,58_0,51,52,0.9932884267519393,-0.5413675553188737,0.3339813481024354,0.5359156007927588,-0.04526977990953007,-1.2115398180087338,(Sb1.00)2(Te1.00)3,0.5404170989182809,
59,59_0,51,52,-0.3687428329959941,-2.335568861846797,-4.944181660008736,-3.569487220151602,4.650691652713348,0.07120558830453128,(Sb1.00)2(Te1.00)3,0.5404170989182809,
60,60_0,51,52,0.5730017302079897,-0.7263748393123102,-1.3129613890133136,-0.249968194436895,1.2800528508331288,-1.3590699475970336,(Sb1.00)2(Te1.00)3,0.5404170989182809,
61,61_0,50-82-49,52,-5.668073681360601,-1.393828871571098,0.00128250983204925,3.154046981623127,5.4825304608484995,0.3885674611086358,(Sn0.40Pb0.40In0.20)2(Te1.00)3,0.06872608334086278,
62,62_0,51,52,0.6058736504071183,-0.674912931600792,-1.1197042875592302,-0.21196805012988662,1.1905425222029988,-1.2570800537471118,(Sb1.00)2(Te1.00)3,0.5404170989182809,
63,63_0,51,52,-2.5777388386296516,-0.9867705878833695,-2.7772822347803126,2.2113570330233934,1.3994146794156723,4.428933547619442,(Sb1.00)2(Te1.00)3,0.5404170989182809,
64,64_0,51,52,0.09560121442078273,-0.7393244592465216,-1.4350101968096993,-0.048537970524654916,1.2497366789885085,-0.3173074936381699,(Sb1.00)2(Te1.00)3,0.5404170989182809,
65,65_0,51,52,0.1131740375388901,-0.7569667624193244,-1.3903023160808674,-0.015505265501359666,1.27628246193402,-0.45922926436724243,(Sb1.00)2(Te1.00)3,0.5404170989182809,
66,66_0,83-50,34-16,-0.3351759047115097,-3.910494583442478,-4.494769027452616,2.876390791531607,0.1165580912359907,2.2012202637372056,(Bi0.98Sn0.02)2(Se0.94S0.06)3,0.15667217532433042,
67,67_0,83-51,52,-2.0786627109223037,-0.9373382412592317,0.5189731180879598,-3.1953162132121817,1.89778012761336,-3.0012097295040983,(Bi0.24Sb0.76)2(Te1.00)3,0.8719348446845854,
68,68_0,83-51,52,-0.6222767232150996,1.1966345468313175,2.5760804521159137,-4.208913731602681,1.6714703956091466,-4.3906247989415865,(Bi0.14Sb0.86)2(Te1.00)3,0.9087313254656841,
69,69_0,51,52,3.695934853476503,-5.878842909614585,-4.721664214580618,-3.0014580966072604,-1.9567578699633579,-1.1570347896923074,(Sb1.00)2(Te1.00)3,0.5404170989182809,
70,70_0,83-51,52,0.32712665769883387,2.0552896055111507,2.9635036892478865,-4.002267477488151,1.2706055857351721,-4.627566020891557,(Bi0.16Sb0.84)2(Te1.00)3,0.9017857632334383,
71,71_0,83-51,52,-1.7395406153777264,1.004350455596403,3.5449473950421506,-5.76062477593164,2.503574311812292,-5.11153068449606,(Bi0.06Sb0.94)2(Te1.00)3,0.9156942475151477,
72,72_0,83-51,52,-1.6679451540454462,1.0301343062209725,3.5131343100951327,-5.682778469213252,2.471604446303207,-5.095235570916601,(Bi0.06Sb0.94)2(Te1.00)3,0.9156942475151477,
73,73_0,83-51,52,-1.6938684875356085,1.0116473815139546,3.514531146350919,-5.708498263603228,2.4421784074112836,-5.058497258825358,(Bi0.06Sb0.94)2(Te1.00)3,0.9156942475151477,
74,74_0,51,52,-1.6432765650078558,-0.5470986044181458,4.971948151138388,4.328369348008657,3.954300313503065,-0.059954566537861353,(Sb1.00)2(Te1.00)3,0.5404170989182809,
75,75_0,83-51,52,1.4482571366162578,-5.31840144551911,-4.776205391699788,-5.026116641196621,-0.6805517667589767,3.96796447032958,(Bi1.00Sb0.00)2(Te1.00)3,0.193306631144729,
76,76_0,83-51,52,-4.0678703808105485,0.3457176960281707,1.9862526331170187,-1.6268315941365294,2.931826053949319,-5.490426787339788,(Bi0.02Sb0.98)2(Te1.00)3,0.7506979486318122,
77,77_0,83-51,52,0.7279130744494573,0.6700840693953936,3.893766595890206,-6.0,1.9933945482615103,-3.756140068715861,(Bi0.52Sb0.48)2(Te1.00)3,0.6477424496587727,
78,78_0,51,52,-1.8555261855321916,-5.9538182365148575,-5.44777471577269,-0.023143789410223548,-2.89228854734805,-4.644221535674687,(Sb1.00)2(Te1.00)3,0.5404170989182809,
79,79_0,83-51,52,-0.7059614048487592,4.270967130443461,1.6810054460095367,-3.053387295189633,0.15241109271367392,-6.0,(Bi0.00Sb1.00)2(Te1.00)3,0.5404170989182809,
80,80_0,83-51,52,-1.4060884199347221,1.6939325665652163,1.6356227791288198,-4.4317383426678285,1.2114914281201088,-4.766261589568005,(Bi0.04Sb0.96)2(Te1.00)3,0.884716576192234,
81,81_0,83-51,52,-0.8079638959159823,1.565061631213002,4.15545370596614,-2.2481065621222878,2.584859100088753,-5.412751468436033,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
82,82_0,83-51,52,-1.7441337190327442,0.668047087509601,2.6938580314392198,-3.7199298539387846,2.8672065716365207,-4.816518229235833,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
83,83_0,83-51,52,-1.0433551625135387,1.4671404792432217,3.722679160985793,-3.501390549210517,0.6657969987073464,-4.861432388163152,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
84,84_0,83-51,52,1.1756248389762334,-3.7579884888040036,5.73016885427716,3.4915171207118494,5.051623121936242,-1.3881006584616813,(Bi1.00Sb0.00)2(Te1.00)3,0.193306631144729,
85,85_0,83-51,52,-0.7484253340488891,1.6624645448983024,3.2247568784440617,-3.54859143693626,2.6941233086664607,-4.767824866111249,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
86,86_0,83-51,52,-0.5049326565255488,1.5625517436179388,2.6467442573903313,-3.046416572755498,1.3215296482049768,-6.0,(Bi0.12Sb0.88)2(Te1.00)3,0.9130358053610528,
87,87_0,51,52,1.7059159830491488,-5.047757297941389,5.088709522254604,0.25548229282393464,-0.40225572028126244,-2.55754090875031,(Sb1.00)2(Te1.00)3,0.5404170989182809,
88,88_0,83-51,52,-2.039559134387285,0.407357203944966,2.22112997717403,-4.927296545872843,1.2501318553736924,-3.8269168567725145,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
89,89_0,83-51,52,-1.4706923408080046,0.9604396647789493,3.0570463103570837,-4.023250250597956,1.8307851973016591,-4.570963738814331,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
90,90_0,51,52,5.515782079335603,-3.230141258635226,4.756112865409756,-2.513110594878107,-3.6513137887035354,-0.16395621338849153,(Sb1.00)2(Te1.00)3,0.5404170989182809,
91,91_0,51,52,0.580472282463913,-3.2033475025091036,-2.0112773612915253,-2.608390884904268,4.388418949761872,-4.714229417824045,(Sb1.00)2(Te1.00)3,0.5404170989182809,
92,92_0,51-50-49,52,-2.6048040613532066,-1.6012677401304245,2.7160404324531555,5.8733984380960464,-4.87398623675108,-5.04830676689744,(Sb0.65Sn0.20In0.16)2(Te1.00)3,0.287929716618164,
93,93_0,83-51,52,-0.567765441354048,1.666852451511529,3.4877345472641235,-2.8434704398473762,1.368788970011761,-4.594591738937361,(Bi0.10Sb0.90)2(Te1.00)3,0.9155552012497024,
94,94_0,83-51,52,-1.9173919556025938,0.4328933009016982,2.029867591788687,-5.081395795360861,2.0630319005252318,-5.085486503022141,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
95,95_0,83-51,52,-1.3045405433123634,1.133986377420774,3.3633414563096213,-4.304050347097818,2.1648801838949296,-5.080310238261523,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
96,96_0,83-51,52,-1.8244453103678113,0.6439649716468168,2.655065679807823,-4.866738337727957,2.4451313016905765,-4.3634963435440905,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
97,97_0,83-51,52,-1.6990121684147503,0.7642483943659917,2.9572065552476374,-4.56283319304554,1.9247048230639967,-4.817591452073973,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
98,98_0,83-51,52,-3.2780522553305245,2.0872847829667744,-1.9226480443231289,-3.7395119948796243,5.702398353418435,3.3616926606655184,(Bi0.00Sb1.00)2(Te1.00)3,0.5404170989182809,
99,99_0,83-51,52,-1.7316991416997531,0.7318779411329084,2.8564656160777115,-4.6601360127409315,2.072052443605674,-4.815637781456564,(Bi0.08Sb0.92)2(Te1.00)3,0.9156094611614896,
100,100_0,83-51,52,-3.373291499811398,-1.1267347543758666,-4.056978489289821,0.29898521598838457,-1.552620635813696,1.3723427826420842,(Bi0.10Sb0.90)2(Te1.00)3,0.9155552012497024,
101,101_0,83-51-82,52,-5.431137062609196,-3.2041821107268333,-2.3785423636436462,4.224062584340572,4.096906419843435,-3.7266392670571804,(Bi0.24Sb0.46Pb0.30)2(Te1.00)3,0.13482144886967137,
102,102_0,83-51,52,-2.6636643285232293,-0.6132224342155475,-3.450310717026701,-2.0138693868123885,-1.4147640192873885,-1.0913103301696427,(Bi0.12Sb0.88)2(Te1.00)3,0.9130358053610528,
103,103_0,51,52,0.7466006606293423,-4.666657395959541,-4.178527227419679,-1.8374877670341823,-4.038517194993844,1.3393684974280475,(Sb1.00)2(Te1.00)3,0.5404170989182809,
104,104_0,83-51,52,-3.0406603820274873,-0.9070827545322899,-2.080972277160969,-1.5705252260126974,-0.9706736184555078,0.11226752575642873,(Bi0.10Sb0.90)2(Te1.00)3,0.9155552012497024,
105,105_0,83-51,52,2.177472851532073,2.303368248157504,3.4275369097576345,-3.623301350399169,3.6786636806268653,-5.085670591022044,(Bi0.46Sb0.54)2(Te1.00)3,0.7270361403765329,
106,106_0,51-50-49,52,-0.24601510588987008,0.5630251715035932,1.7389033999430357,-3.939307461990383,1.7562212094511471,-0.046222759864257945,(Sb0.58Sn0.26In0.16)2(Te1.00)3,0.27742433831662433,
107,107_0,83-51,52,3.207721432748542,3.012065455184766,-3.8028248658297166,-4.154508907418757,5.155538688440204,0.45606543664123667,(Bi0.54Sb0.46)2(Te1.00)3,0.6186860153051538,
108,108_0,51,52,-2.5473729133771745,-3.8617695814207407,-1.4081037106522638,4.999713301821997,-2.494916373384165,-0.5791498822233709,(Sb1.00)2(Te1.00)3,0.5404170989182809,
109,109_0,51,52,0.6819853269188219,1.631296748439845,1.6069982656254567,-0.9064772300485622,0.4776732967892716,0.12442127501170042,(Sb1.00)2(Te1.00)3,0.5404170989182809,
110,110_0,51,52,5.709228873252869,-1.7891582250595093,5.246639963239431,2.4228240251541138,1.6261548064649105,3.366571795195341,(Sb1.00)2(Te1.00)3,0.5404170989182809,
111,111_0,83-51,52,-2.9669828331946695,-0.9501368131060932,-3.4228066423080934,-0.5060416821798714,-0.9476794271160376,-0.25402859941584044,(Bi0.12Sb0.88)2(Te1.00)3,0.9130358053610528,
